,Genome,Laptime
0,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
1,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
2,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
3,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
4,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
5,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
6,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
7,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
8,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
9,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 7, 0, 0.7977668586353102]",555.2599999996401
10,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 3, 0, 0.7977668586353102]",555.9699999996394
11,"[0.9646288007301632, 3.0975189151386004, 82.74896339148233, 7, 0, 0.7977668586353102]",554.7699999996405
12,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 7, 0, 0.7977668586353102]",555.2599999996401
13,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 7, 0, 0.6972674354095347]",559.0499999996366
14,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 7, 0, 0.6972674354095347]",559.0499999996366
15,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 7, 0, 0.6972674354095347]",559.0499999996366
16,"[0.8824920891351306, 3.0975189151386004, 82.74896339148233, 7, 0, 0.6972674354095347]",559.0499999996366
17,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.6972674354095347]",559.2999999996364
18,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.6972674354095347]",559.2999999996364
19,"[0.8824920891351306, 1.1315077291833093, 82.74896339148233, 7, 0, 0.6972674354095347]",559.5899999996361
20,"[0.8824920891351306, 1.1315077291833093, 82.74896339148233, 7, 0, 0.6972674354095347]",559.5899999996361
21,"[0.9646288007301632, 3.2836213765628983, 82.74896339148233, 3, 0, 0.6972674354095347]",560.0599999996357
22,"[0.9646288007301632, 3.0975189151386004, 82.74896339148233, 7, 1, 0.6972674354095347]",560.5999999996352
23,"[0.9646288007301632, 3.0975189151386004, 82.74896339148233, 7, 1, 0.6972674354095347]",560.5999999996352
24,"[0.9646288007301632, 3.0975189151386004, 82.74896339148233, 7, 1, 0.6972674354095347]",560.5999999996352
25,"[0.9646288007301632, 3.0975189151386004, 82.74896339148233, 7, 1, 0.6972674354095347]",560.5999999996352
26,"[0.9646288007301632, 3.2836213765628983, 82.74896339148233, 7, 1, 0.6972674354095347]",561.4099999996345
27,"[0.9646288007301632, 3.2836213765628983, 82.74896339148233, 3, 1, 0.6972674354095347]",560.9799999996349
28,"[0.747353895467787, 3.0975189151386004, 50.30272993888322, 5, 0, 0.6972674354095347]",564.149999999632
29,"[0.747353895467787, 3.0975189151386004, 50.30272993888322, 5, 0, 0.6972674354095347]",564.149999999632
30,"[0.9646288007301632, 1.1315077291833093, 50.30272993888322, 5, 0, 0.6972674354095347]",598.3499999996009
31,"[0.9646288007301632, 3.0975189151386004, 50.30272993888322, 15, 0, 0.6972674354095347]",564.5799999996316
32,"[0.9646288007301632, 3.0975189151386004, 50.30272993888322, 15, 0, 0.6392861262508693]",564.8099999996314
33,"[0.9646288007301632, 3.0975189151386004, 50.30272993888322, 15, 0, 0.6392861262508693]",564.8099999996314
34,"[0.747353895467787, 1.1315077291833093, 50.30272993888322, 15, 0, 0.6972674354095347]",565.0499999996312
35,"[0.9646288007301632, 3.2836213765628983, 50.30272993888322, 7, 0, 0.6972674354095347]",565.5199999996307
36,"[0.9646288007301632, 3.2836213765628983, 50.30272993888322, 7, 1, 0.6972674354095347]",566.7599999996296
37,"[0.747353895467787, 3.0975189151386004, 50.30272993888322, 3, 1, 0.6972674354095347]",572.0199999996248
38,"[0.747353895467787, 3.0975189151386004, 50.30272993888322, 3, 0, 0.38373060875811493]",576.7799999996205
39,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
40,"[0.8824920891351306, 3.2836213765628983, 82.74896339148233, 7, 0, 0.7977668586353102]",555.30999999964
